DATE,N7,TPU_RAW,TPU_SHARE,TPU
43101,17756,130,0.007321469,73.21468799
43132,16658,95,0.005702966,57.02965542
43160,19113,498,0.026055564,260.5556428
43191,17680,308,0.017420814,174.2081448
43221,17734,270,0.015224992,152.2499154
43252,17671,404,0.022862317,228.6231679
43282,17412,429,0.024638181,246.3818057
43313,17314,391,0.022582881,225.8288091
43344,17454,262,0.015010886,150.1088576
43374,18427,286,0.015520703,155.2070332
43405,18021,261,0.014483103,144.8310305
43435,16824,277,0.016464574,164.6457442
43466,17571,249,0.014171077,141.7107734
43497,16082,205,0.012747171,127.4717075
43525,21467,202,0.009409792,94.09791773
43556,20733,189,0.009115902,91.15902185
43586,21339,405,0.018979334,189.7933361
43617,20338,541,0.026600452,266.0045236
43647,19364,281,0.014511465,145.1146457
43678,19786,503,0.025422016,254.2201557
43709,20083,275,0.013693173,136.9317333
43739,20608,287,0.01392663,139.2663043
43770,19193,230,0.011983536,119.8353566
43800,18590,272,0.014631522,146.3152232
43831,19408,271,0.013963314,139.640336
43862,18488,177,0.009573778,95.73777585
43891,19107,117,0.00612341,61.23410268
43922,17304,96,0.00554785,55.47850208
43952,17739,118,0.00665,66.5
43983,16708,100,0.00599,59.9
44013,18111,104,0.00574,57.4
44044,18895,127,0.00672,67.2
44075,18290,124,0.00678,67.8
44105,19075,134,0.007024902,70.24901704
44136,17892,125,0.006987534,69.87534239
44166,17757,174,0.00980116,98.01160367
44197,18292,138,0.007544282,75.44281653
44228,17094,63,0.003685504,36.85503686
44256,18580,87,0.004682454,46.82454252
44287,17518,84,0.004795068,47.9506793
44317,18068,89,0.004925836,49.25835732
44348,17427,86,0.004934871,49.34871177
44378,17826,102,0.005721979,57.21979132
44409,17486,69,0.003946014,39.46013954
44440,16685,86,0.00515433,51.54330237
44470,16232,91,0.00560621,56.06209956
44501,15467,75,0.004849033,48.49033426
44531,15357,57,0.003711662,37.11662434
44562,15234,71,0.004660628,46.60627544
44593,14916,81,0.00543041,54.30410298
44621,16223,87,0.005362757,53.6275658
44652,15294,63,0.004119262,41.19262456
44682,16117,102,0.006328721,63.28721226
44713,15434,115,0.007451082,74.51082027
44743,15514,104,0.006703623,67.03622534
44774,15488,102,0.006585744,65.85743802
44805,15462,75,0.004850601,48.50601475
44835,15896,74,0.004655259,46.55259185
44866,15820,78,0.004930468,49.30467762
44896,14558,71,0.004877044,48.7704355
44927,13842,73,0.005273804,52.73804364
44958,12820,56,0.004368175,43.68174727
44986,14364,94,0.006544138,65.44138123
45017,13572,46,0.003389331,33.89330976
45047,14416,86,0.005965594,59.65593785
45078,14332,75,0.005233045,52.33044934
45108,14377,91,0.006329554,63.29554149
45139,14675,88,0.005996593,59.96592845
45170,14150,90,0.006360424,63.60424028
45200,14845,66,0.004445941,44.45941394
45231,13920,57,0.004094828,40.94827586
45261,13781,90,0.006530731,65.30730716
45292,13936,97,0.00696039,69.60390356
45323,13104,82,0.006257631,62.57631258
45352,14357,118,0.008218987,82.18987254
45383,13960,127,0.009097421,90.97421203
45413,14395,136,0.009447725,94.47724904
45444,13587,121,0.008905572,89.05571502
45474,13614,138,0.010136624,101.3662406
45505,13552,133,0.00981405,98.14049587
45536,13837,178,0.01286406,128.6406013
45566,14061,208,0.014792689,147.92689
45597,13849,517,0.037331215,373.3121525
45627,12799,317,0.02476756,247.6755997
45658,13910,502,0.036089145,360.891445
45689,12389,582,0.046977157,469.7715716
45717,14426,870,0.060307778,603.0777762
