"Date","Agric","Food","Soda","Beer","Smoke","Toys","Fun","Books","Hshld","Clths","Hlth","MedEq","Drugs","Chems","Rubbr","Txtls","BldMt","Cnstr","Steel","FabPr","Mach","ElcEq","Autos","Aero","Ships","Guns","Gold","Mines","Coal","Oil","Util","Telcm","PerSv","BusSv","Hardw","Softw","Chips","LabEq","Paper","Boxes","Trans","Whlsl","Rtail","Meals","Banks","Insur","RlEst","Fin","Other","RMRF","RF","MacroU","TPU","ShortRate","EPU","FinU"
1993-05-01,0.0238,0.0253,0.0469,0.0317,0.0476,0.0733,0.1147,0.0175,0.0138,0.0288,0.0989,0.0695,0.0238,0.0168,0.0286,2e-04,0.0117,0.0256,0.0415,-0.0117,0.0474,0.0276,0.0041,0.0473,0.08,-0.0206,0.0946,-0.0186,0.0868,0.0175,-4e-04,0.0416,0.0559,0.0312,0.0989,0.0978,0.0931,0.0592,0.0091,-0.0231,0.0253,0.0523,0.0592,0.0722,-0.0096,0.0148,0.0172,0.0191,0.0546,0.0289,0.0022,0.549209514,43.88714734,3.395,134,0.68823316
1993-06-01,4e-04,-0.018,0.0051,0.02,-0.0027,0.0346,-0.0243,-0.0095,0.0185,-0.1114,0.0136,-0.0107,-0.0378,-0.0419,-0.0068,-0.046,-0.0066,-4e-04,0.013,-0.0614,0.0203,0.029,0.0401,0.0161,-0.0947,0.0692,0.0288,0.0354,-0.0886,-0.0114,0.0318,0.0464,0.0479,-0.0041,-0.048,0.0019,0.0411,-0.0088,-0.0197,-0.0094,-0.0129,-0.0012,-0.0345,-0.0422,0.0515,0.0198,-0.0102,0.0491,-0.0404,0.0031,0.0025,0.537735135,44.33149256,3.5992,121,0.67525856
1993-07-01,0.0129,-0.0517,0.0786,4e-04,-0.0465,0.0117,-0.0192,0.0059,-0.0209,-0.0475,0.0233,-0.046,-0.0739,0.0105,0.012,-0.0296,-0.0079,0.0151,-0.0211,-0.0264,8e-04,0.0227,0.0251,0.0355,0.0187,0.0203,0.0888,0.0193,0.0694,0.0047,0.0194,0.0214,0.0327,0.0207,-0.0814,-0.0845,0.0133,-0.0016,-0.0235,-0.0371,0.0376,0.0133,0.0014,0.0226,0.0118,0.0345,0.0489,0.0348,-0.064,-0.0034,0.0024,0.529933825,54.69780433,3.5454,107,0.668195168
1993-08-01,0.0484,0.0534,0.1553,0.0215,-0.013,0.0796,0.0721,0.0344,0.037,0.0249,-0.0372,-0.0032,0.0467,0.0326,0.0881,0.0913,0.0455,0.0644,0.0288,0.0985,0.0766,0.0032,-0.0083,0.032,0.0516,0.0445,-0.1095,-0.0066,0.0592,0.0424,0.0369,0.0524,0.0291,0.0446,0.0436,0.0278,0.1126,0.0688,0.0293,-0.0065,0.0432,0.0462,0.0362,0.0484,0.0108,0.0462,0.0213,0.0551,0.0603,0.0371,0.0025,0.530195482,43.61555161,3.508,116,0.669220817
1993-09-01,0.0042,-0.0218,-0.0864,-0.0149,-0.0386,0.0329,0.0735,-0.008,-0.0168,-0.0352,0.0667,-0.0164,0.0058,-0.0236,0.0026,-0.032,-0.0055,-0.0326,-0.0439,-0.0209,-0.0185,-0.009,0.0093,-0.0134,0.0895,0.0104,-0.1072,-0.0385,0.0655,0.0135,-0.0064,-0.0049,0.0243,0.0231,-0.0291,0.0614,0.0253,-0.0266,-0.037,0.0312,-0.0109,-0.0082,-0.0046,0.0139,0.0332,0.0056,0.0629,0.0399,-0.0336,-0.0012,0.0026,0.538473151,51.3975514,3.3913,116,0.667766852
1993-10-01,-0.0128,0.0929,-0.0078,0.0212,0.0984,0.0167,0.0324,0.0789,0.0756,0.0646,0.0921,0.0582,0.055,0.0261,0.0382,0.0204,0.038,-0.0126,0.0423,0.1366,0.0313,0.0089,0.0944,0.0055,0.0371,0.0212,0.0944,0.0246,-0.0083,-0.0195,-0.0196,0.0241,0.0314,0.0288,0.0632,0.0275,-0.0241,-0.0098,0.012,-0.0952,0.0322,0.025,0.0484,0.0663,-0.0474,-0.0292,-0.0165,-0.0341,-0.0983,0.0141,0.0022,0.543545777,51.78857448,3.4285,79,0.674290129
1993-11-01,-0.0157,0.009,-0.0243,-0.0045,0.059,-0.0014,-0.0339,0.0038,0.0143,0.0194,-0.0061,-0.0145,0.0162,0.0117,-0.0159,1e-04,0.0418,-0.0158,0.0041,-0.0275,-0.0232,0.0042,0.0156,0.0246,-0.0477,-0.0288,-0.0248,-0.0309,-0.002,-0.0598,-0.0552,-0.0595,-0.0548,-0.0293,0.0607,0.0018,-0.0461,-0.021,0.0715,0.0539,0.0155,-0.0106,0.014,-0.0058,-0.0315,-0.0483,-0.0015,-0.0358,0.0117,-0.0189,0.0025,0.544746868,94.9726816,3.6309,89,0.683024635
1993-12-01,0.0622,-0.0074,0.1141,0.0427,-0.0094,-0.0696,0.0188,0.0317,0.0176,0.0051,0.1193,0.0214,0.0107,0.03,0.0419,0.0053,0.0097,0.0345,0.0673,-6e-04,0.0428,0.0705,0.0443,0.0683,0.0226,0.0438,0.1219,0.1155,0.0476,0.006,0.0161,-0.0053,0.0481,0.0315,0.0464,-0.0082,0.0304,0.0676,0.0274,0.0602,0.0211,0.0303,-0.0392,0.0581,0.0341,0.0147,0.0025,0.0095,0.018,0.0165,0.0023,0.570520385,72.20483958,3.6447,77,0.685331969
1994-01-01,0.0518,0.0154,0.0434,-0.0495,0.1021,0.0244,0.0469,-0.0066,0.0246,0.001,0.0979,0.0636,-0.0017,0.0797,0.0309,-0.0695,0.0288,0.0448,0.1039,0.0451,0.0488,0.031,0.0879,0.0236,0.009,0.0261,-0.0181,0.0797,-0.0336,0.0489,-0.0121,0.0216,0.002,0.0294,0.0504,0.0519,0.0469,0.0246,0.0736,0.0206,0.0473,0.0281,0.0015,0.0563,0.0486,0.0338,-0.0044,0.0401,0.0847,0.0287,0.0025,0.578397473,37.68615135,3.5689,82,0.688556743
1994-02-01,0.0267,-0.0262,0.0346,0.0162,-0.0715,0.0568,-0.0192,-0.0348,-0.0115,0.029,0.0179,-0.0649,-0.0645,-0.009,-0.0235,0.0042,-0.0082,-0.0469,-0.0307,-0.0155,0.0089,-0.0131,-0.0497,0.0195,0.0103,0.0306,-0.0058,-0.0082,-0.0203,-0.0294,-0.0497,-0.055,0.0062,-0.024,0.0057,0.0255,0.0251,0.0235,-0.0176,-0.0296,-0.0453,-0.0087,0.0279,0.0144,-0.0373,-0.0448,-0.0081,-0.0405,-0.0773,-0.0255,0.0021,0.569058933,49.5381487,3.8813,96,0.695248534
1994-03-01,-0.0793,-0.0375,-0.108,-0.0319,-0.1105,-0.0652,-0.0955,-0.0391,-0.0501,-0.0043,-0.045,-0.0661,-0.071,-0.0316,-0.0576,-0.0067,-0.0619,-0.0328,-0.0564,-0.0624,-0.0322,-0.0429,-0.0688,-0.0454,-0.0839,-0.0347,0.0516,-0.0374,-0.0992,-0.0357,-0.0392,-0.0361,-0.0497,-0.05,-0.0457,-0.0502,-0.0226,-0.056,-0.0751,0.0166,-0.0602,-0.0566,-0.0435,-0.0833,-0.0278,-0.0348,-0.046,-0.0405,-0.0591,-0.0478,0.0027,0.568089331,52.28295694,4.3435,83,0.707070537
1994-04-01,-0.0163,0.0103,0.023,0.0182,0.1126,0.0035,-0.0337,-0.0157,0.0162,-0.0132,-0.0032,-0.0205,0.0348,0.0257,0.0123,0.0283,0.003,-0.025,-0.0094,0.007,-0.012,-0.0383,-7e-04,-0.0012,-0.0448,-0.015,-0.1277,-0.0435,-0.0038,0.042,0.0213,0.0157,-0.021,0.0042,-0.0226,0.0097,-0.0293,-0.0176,-0.0068,-0.0204,-0.0028,-0.0039,0.0027,0.0138,0.0461,-0.001,-0.0109,0.0244,0.0378,0.0068,0.0027,0.55412918,46.23446008,4.7644,106,0.687708813
1994-05-01,-0.0078,-0.007,-0.0174,-0.0219,-0.0682,0.0061,0.0168,0.0127,0.0098,-0.0216,0.0261,0.0377,0.0461,0.0357,-0.0107,-0.0531,0.0209,-0.0357,0.035,0.0725,-0.0321,0.034,-0.0196,0.0302,0.0482,-0.0352,0.0119,0.0219,-0.0177,0.0092,-0.0535,0.0163,0,0.0124,0.0021,0.0681,0.0084,0.0079,0.0265,0.0411,-0.0201,0.0038,-0.0254,-0.0035,0.0537,0.0364,6e-04,0.0294,-0.0048,0.0058,0.0031,0.549280336,52.02152069,5.2239,95,0.681934203
1994-06-01,-0.0385,0.0129,-0.0591,-0.0456,0.0311,-0.0566,-0.0385,-0.0464,-0.0323,-0.027,-0.0679,-0.0322,-0.03,-0.0265,-0.0202,-0.0558,-0.0416,0.008,0.0086,0.0024,-0.022,-0.0513,-0.0342,-0.0191,-0.0326,0.0276,-0.0357,-0.0199,0.0555,-0.0272,-0.0312,0.0062,-0.0384,-0.0286,-0.0724,-0.0601,-0.0356,-0.0292,-0.0173,-0.0244,-0.0221,-0.0411,-0.0161,-0.0678,-0.0198,-0.0318,-0.0222,-0.0293,-0.0193,-0.0303,0.0031,0.544550506,36.22455175,5.1808,87,0.682453673
1994-07-01,0.0047,0.0258,0.0053,0.0551,0.0553,0.016,0.0241,0.0159,0.0276,0.0219,0.0362,0.0214,0.0044,0.0415,0.0481,-0.0028,0.0496,0.0161,0.0656,-0.0055,0.0463,0.0736,0.0414,0.004,-0.0293,-0.0087,-0.0117,0.0288,-0.0235,0.0327,0.0516,0.031,0.0298,0.0243,0.0413,-0.0016,0.065,0.036,0.0735,-0.0146,0.0158,0.0216,0.0102,-0.0042,0.0203,0.0454,-0.0052,0.0178,0.0236,0.0282,0.0028,0.542787076,37.83640839,5.3796,75,0.678362864
1994-08-01,0.0505,0.0823,-0.0791,0.0517,0.0978,0.042,0.036,0.0364,0.07,0.0568,0.0833,0.1126,0.1127,0.0609,0.0421,0.0411,0.066,-0.013,0.0529,0.0557,0.043,0.0024,-0.0169,0.044,0.0951,0.051,0.0507,0.0447,0.0378,-0.001,0.0066,0.0108,0.0784,0.049,0.123,0.1037,0.0731,0.0651,0.0629,0.0053,0.0191,0.0365,0.0443,0.0416,0.0367,0.0236,0.0496,0.0585,0.0398,0.0401,0.0037,0.544004057,32.89334069,5.4707,89,0.681427366
1994-09-01,-0.0267,0.0042,-0.0149,0.025,-0.0281,-0.0173,-0.0391,-0.033,-0.0139,-0.024,0.0216,0.0226,0.0154,-0.0111,-0.0285,-0.0611,-0.0239,-0.0414,0.0063,-0.0519,-0.0308,-0.0196,-0.0552,-0.0536,-0.0327,-0.0762,0.0817,0.0343,-0.0113,-0.021,-0.0277,-0.0123,-0.0086,-0.0023,0.0056,0.0101,-0.023,-0.007,0.0017,0.0402,-0.0689,-0.0084,-0.025,-0.0378,-0.0635,-0.0253,0.0105,-0.0476,-0.0231,-0.0231,0.0037,0.544870398,38.72036443,5.6392,85,0.678113489
1994-10-01,-0.0239,0.0233,0.0507,0.0375,-0.0241,0.0621,-0.0133,0.0097,0.0147,0.0232,-0.0161,-0.0179,0.0183,0.0022,0.0253,-0.003,-0.0133,0.0064,-0.0372,-0.029,0.0348,0.0122,-0.0154,0.0247,-0.0412,0.0271,-0.1071,-0.0687,-0.0424,0.0742,0.0157,-0.0012,-0.0095,0.0161,0.0966,0.1008,0.0628,0.0018,-0.0398,0.0172,0.0223,-2e-04,0.0129,0.0399,0.0015,0.0051,-0.0236,0.0057,-0.0016,0.0134,0.0038,0.546291971,38.39108236,5.9994,62,0.67873887
1994-11-01,-0.0229,-0.0202,-0.0338,0.0086,-0.0201,-0.0789,0.0065,-0.0206,-0.0214,-0.0425,-0.0594,0.0097,0.0153,-0.0787,-0.0402,-0.027,-0.0403,-0.0707,-0.0847,0.0027,-0.0775,-0.0549,-0.0504,-0.0288,-0.0394,-0.0257,-0.1183,-0.0722,-0.0837,-0.0484,0.0027,-0.0544,-0.0966,-0.0413,-0.0157,-0.0154,-0.0251,-0.0378,-0.0421,-0.0637,-0.0446,-0.0389,-0.0247,-0.0559,-0.0686,-0.0352,-0.0433,-0.0479,-0.086,-0.0404,0.0037,0.543745094,59.41527177,6.3882,95,0.687279482
1994-12-01,0.0026,0.0159,0.0156,0.019,-0.0204,-0.0479,0.0497,0.0278,0.009,0.0078,-0.0065,0.0336,0.0031,0.0375,0.0339,0.0153,0.0135,-0.0078,0.0441,-0.0046,0.0181,0.0932,0.0476,0.0517,0.0626,0.0483,0.0221,0.0297,0.0269,-0.0102,0.0035,0.0088,0.0506,0.0222,0.0294,0.0167,0.0248,0.0331,0.0401,0.0124,-0.0024,0.0137,-0.047,0.0131,-0.0021,0.0394,0.0181,0.0019,0.0182,0.0086,0.0044,0.549183457,44.79768786,6.9107,95,0.672936782
1995-01-01,0.0789,0.0201,0.062,0.0282,0.0459,0.001,0.0785,0.0025,0.0269,-0.0422,0.0518,0.0575,0.0643,-0.0274,-0.008,4e-04,0.0083,0.0451,-0.0605,0.0471,-0.0024,0.0051,-0.0609,0.0025,-0.0162,0.0278,-0.1095,-0.015,-0.0058,0.0038,0.0621,0.0416,0.0016,0.0018,-0.0279,-0.0173,0.0096,0.0173,-0.0153,0.0268,0.0334,0.0077,0.0081,0.0693,0.0603,0.0592,-0.0227,0.0391,0.0432,0.018,0.0042,0.552692505,40.02322591,6.8918,122,0.665410226
1995-02-01,-0.0512,0.0143,0.0511,0.0486,-0.0125,0.0417,0.0396,0.0525,0.0329,0.0212,0.0267,0.0233,0.0218,0.0594,0.0555,0.0363,0.0564,0.0408,0.0344,0.0441,0.0547,0.0597,0.0496,0.0622,0.0524,0.0671,0.0505,0.0417,-0.0635,0.045,0.0082,0.0151,0.0353,0.0583,0.0529,0.0764,0.0804,0.0595,0.0866,0.0605,0.0731,0.0512,0.0206,0.0349,0.0667,0.0208,0.0673,0.0631,-0.0411,0.0363,0.004,0.561858522,38.48853268,6.5976,101,0.662829001
1995-03-01,0.0612,0.0362,0.0173,0.0243,0.0591,0.0212,0.0465,0.0134,0.0189,0.0226,0.0546,0.0625,0.0178,0.0566,0.0353,-0.0485,0.0152,-0.0267,0.0224,0.0571,0.0584,-0.0021,0.0167,0.0786,0.0094,0.0157,0.1869,0.0423,0.0632,0.0528,-0.0175,0.0025,0.0665,0.0283,0.0545,0.0631,0.0317,0.0415,0.0217,0.0652,0.0319,0.022,0.0401,0.0222,0.0048,0.0228,0.0118,0.0075,0.0317,0.0219,0.0046,0.561310168,31.65565023,6.3559,86,0.654771299
1995-04-01,0.0425,0.0395,0.0252,0.0322,-0.0433,-0.0491,0.0345,-0.0238,0.0378,-0.0156,-0.0268,0.0342,0.0382,0.0309,-0.0021,0.0112,0.0218,0.0346,0.0015,-0.0342,0.0481,0.0303,0.0252,0.0416,-0.0038,0.0852,-0.0286,-0.0019,0.0049,0.0224,0.0238,0.0162,0.0043,0.0107,0.0953,0.0578,0.1048,0.0487,0.016,-0.0413,0.0266,0.031,-0.0357,0.0222,0.0407,-0.0203,-0.0123,0.0399,0.0014,0.0211,0.0044,0.564583596,35.36272645,6.1911,66,0.655722259
1995-05-01,0.0194,0.0349,-0.0275,0.0839,0.0391,0.0608,0.0137,0.0382,0.0258,0.0042,-0.05,0.0071,0.0278,0.0314,0.0368,0.0416,0.0164,0.0543,0.0167,0.0524,0.0314,0.0339,0.0548,0.0605,-0.0477,0.0535,-0.0032,-0.024,0.034,0.0409,0.0602,0.0093,-0.0422,-0.0083,0.0172,0.0219,0.0499,0.0376,0.0219,0.0057,-0.0056,0.0198,0.0282,0.0381,0.0812,0.0447,0.0571,0.0398,0.0527,0.029,0.0054,0.563685127,60.57629339,5.9573,67,0.661258504
1995-06-01,0.047,0.0259,0.0378,-0.0012,-0.0092,0.0179,0.0071,0.0294,-0.0021,0.0306,0.0184,0.0665,0.0449,0.0134,0.0134,0.0135,0.0451,0.0074,0.0663,0.0046,0.0343,-0.0084,0.0102,0.0511,0.0107,0.0036,-0.0067,0.0209,0.0401,-0.031,-0.0045,0.0389,0.086,0.0321,0.0813,0.1052,0.1262,0.0743,0.0396,0.0414,0.0435,0.0437,0.0515,0.0272,0.0145,0.0095,0.0502,0.0485,0.041,0.0272,0.0047,0.55509521,60.37862429,5.6215,76,0.673679693
1995-07-01,0.0347,-0.01,-0.0098,0.0237,-0.036,0.0463,0.0399,0.0343,-0.0096,0.075,0.1039,0.067,0.0449,0.0287,0.0576,0.0364,0.0201,0.0621,0.0647,0.0701,0.0797,0.0405,0.0241,0.0625,0.114,0.0088,0.0203,0.1042,-0.0123,0.0232,-0.0037,0.0504,0.0243,0.045,0.0853,0.0609,0.0959,0.0498,0.0272,-0.0214,0.0921,0.0313,0.0409,0.019,0.0477,0.0301,0.0415,0.0503,0.0812,0.0372,0.0045,0.554122807,38.82071301,5.6307,82,0.682566052
1995-08-01,0.0335,0.0114,0.0583,-0.0161,0.045,0.0071,-0.0055,0.0229,0.008,0.0086,-0.0029,0.0392,0.007,-0.0036,0.0198,-0.0135,0.0031,0.0378,-6e-04,-0.0042,-0.0128,-3e-04,0.0033,-0.0162,0.031,-0.0039,0.0229,-0.0177,0.0418,-0.0159,0.0099,0.044,0.0409,0.0246,0.0057,-9e-04,-0.0082,0.0025,0.0102,-0.0074,0.0049,-0.0117,-0.0347,-0.0316,0.0524,0.0544,-0.0032,0.0463,-0.0533,0.0055,0.0047,0.557397796,26.04339094,5.7308,56,0.678369035
1995-09-01,0.0792,0.0825,0.054,0.0922,0.0297,-0.0302,-0.0134,0.0234,0.0542,0.0351,0.026,0.0827,0.0799,0.0276,-0.0222,-0.0217,0.0336,-0.0072,-0.0411,-0.0078,-0.0316,0.0651,-0.0039,0.0558,0.016,0.0417,-0.0089,0.0151,0.0198,0.0131,0.0627,0.0577,0.0546,0.0496,0.0056,0.0159,0.0164,0.0171,0.0067,-0.1114,0.0274,0.0039,0.0335,0.0266,0.0554,0.0656,0.0383,0.0464,-0.0303,0.0335,0.0043,0.54929287,30.60989643,5.5937,70,0.684840832
1995-10-01,0.0286,0.001,0.0529,0.0391,0.0284,-0.0583,-0.0218,-0.0259,0.0277,-0.0387,-0.0317,-0.0165,0.0226,-0.0555,-0.0391,-0.0857,-0.0173,0.0036,-0.0594,-0.0393,-0.036,-0.005,-0.0539,-0.0177,-0.0409,-0.0567,-0.1278,-0.0542,-0.132,-0.0024,0.0148,0.0015,-0.0085,-0.005,0.0657,0.0529,-0.0503,-0.0112,-0.023,-0.0821,-0.0172,-0.0093,-0.0815,0.0118,-0.0229,-0.0104,-0.0429,-0.0278,-0.0367,-0.0152,0.0047,0.553145846,28.05632987,5.564,80,0.69725385
1995-11-01,0.0557,0.0383,0.0626,0.0481,0.0306,0.045,0.0119,0.0754,0.0623,0.0059,0.0609,0.0343,0.0513,0.0653,0.0608,0.0685,0.0485,0.0426,0.0811,0.0435,0.0524,0.0555,0.0542,0.0909,0.0547,0.0996,0.1244,0.0532,-0.0093,0.0479,0.0158,0.028,0.0601,0.0544,-0.0011,0.0104,-0.0426,0.0453,0.0586,0.1401,0.062,0.0307,0.0693,0.0564,0.0712,0.0744,-0.0495,0.039,0.0355,0.0396,0.0042,0.563717744,30.50666667,5.4425,101,0.692522586
1995-12-01,0.0279,0.0322,-0.0193,-0.0078,0.0496,-2e-04,-0.025,0.009,-0.019,0.0456,0.0298,0.0474,0.0661,0.0198,-0.03,-0.0289,-0.0189,0.0818,-0.0041,0.0136,-0.0074,0.0663,0.0459,0.0415,-0.0053,0.0628,0.0303,0.0019,0.0743,0.0581,0.0509,0.0413,-0.0127,0.0327,-0.0405,-0.0326,-0.0684,0.0123,-0.0074,0.0318,-0.0146,0.0207,-0.0156,-1e-04,0.0089,0.0257,0.0565,-0.0119,0.0139,0.0103,0.0049,0.575338732,31.2129072,5.284,91,0.681766533
1996-01-01,-0.0116,0.037,-0.0253,0.0326,0.018,0.0824,0.0321,0.005,0.026,-0.0264,0.0713,0.0523,0.0601,0.0521,0.0314,-0.0391,0.0345,0.0189,0.039,-6e-04,0.0216,0.053,0.0312,0.0071,0.0013,0.0983,0.2532,0.0371,-0.0234,-0.0041,0.0186,0.0231,-0.004,0.0153,0.0543,0.0096,-0.01,0.0137,0.0152,-0.004,-0.0018,-0.0042,-0.014,0.0622,0.0435,0.0317,0.0177,0.0434,0.0035,0.0226,0.0043,0.597271008,39.43832885,5.0766,102,0.679476335
1996-02-01,0.0866,0.0134,0.0563,0.0562,0.0327,0.0148,0.0191,0.0307,-0.0038,0.0298,0.0148,-0.0087,-0.0153,0.0286,0.0288,0.0042,-0.0193,0.0042,-0.0071,0.0744,0.0357,-0.0074,0.0174,0.0317,0.0209,-0.0071,0.0092,0.0297,0.0181,0.0105,-0.0265,-0.025,-0.0026,0.0216,0.1139,0.0632,0.0414,-0.0154,-0.0226,0.0731,0.0419,0.0319,0.0552,0.038,0.0269,0.0131,0.0473,0.0215,0.0161,0.0133,0.0039,0.608746436,45.67139207,4.9179,82,0.68651332
1996-03-01,-0.0126,-0.0416,0.0744,0.0192,-0.0772,-0.0024,0.0176,0.0097,0.0156,0.0999,0.0196,0.0022,-3e-04,0.0573,0.0365,0.0273,0.0211,0.0193,0.0543,-0.0226,0.0203,0.0302,0.0591,0.0402,-0.0034,0.0322,-0.0021,0.0049,0.0453,0.0501,-0.0051,-0.0201,0.0473,0.0354,-0.0793,-0.0083,-0.022,0.0211,0.0294,0.0439,0.0325,0.0262,0.0824,0.0096,0.0316,-0.0254,0.0669,0.0233,0.0687,0.0073,0.0039,0.595585597,39.6621216,5.3311,77,0.700026696
1996-04-01,0.0591,-0.0044,-0.0105,-0.0091,-0.0158,0.0077,0.0309,0.0289,0.039,0.0512,0.0057,-0.016,-0.0061,-0.007,0.0101,0.0342,0.0457,-0.0059,0.0198,0.0879,0.0348,0.004,0.0298,0.0053,0.1047,-0.0048,0.0095,-6e-04,0.0064,0.0345,-0.0266,0.0286,0.0746,0.0548,0.0991,0.1,0.1279,0.0499,0.0324,-0.0026,0.026,0.0503,0.0439,0.0259,-0.0129,-0.0131,0.0229,0.0055,0.0505,0.0206,0.0046,0.57677455,33.97508494,5.5271,71,0.724044774
1996-05-01,-0.0204,0.0581,0.0494,0.0968,0.0546,0.0411,0.0225,0.031,0.0322,0.0724,0.0137,0.0263,0.0451,-0.0035,0.0405,0.0579,0.0218,0.0152,-0.0012,0.0539,0.0094,0.0618,0.014,0.0287,-0.0153,0.0141,0.0479,5e-04,0.1576,0.0042,0.0132,-2e-04,0.0619,0.0408,0.0377,0.0305,0.0535,0.0219,0.0084,0.0457,-0.0042,0.0425,0.0505,0.0037,0.0203,0.0016,0.0419,0.0262,0.0489,0.0236,0.0042,0.561159194,37.47262918,5.6231,62,0.745414171
1996-06-01,-0.0046,0.0232,0.0406,0.0654,0.0368,-0.0174,-0.0296,0.0026,0.0137,-0.0026,-0.0183,-0.0338,0.0058,-0.0239,0.0132,0.009,0.0059,-0.0119,-0.0556,0.0036,-0.0491,0.0313,-0.0529,0.0107,-0.0073,-0.0201,-0.1703,-0.028,0.0937,0.0096,0.0525,0.0055,-0.0252,-0.0114,-0.0705,-0.0111,-0.0685,-0.0148,-0.0136,-0.0101,-0.0142,-0.042,-0.0116,-0.0052,-2e-04,0.0154,0.002,0.0113,-0.0279,-0.0114,0.004,0.551624346,33.62806886,5.7933,82,0.775107656
1996-07-01,-0.0503,-0.0219,-0.0205,-0.0579,0.0018,-0.1066,-0.1208,-0.0655,-0.0322,-0.0486,-0.1024,-0.0946,-0.0507,-0.0303,-0.0374,-0.0347,-0.0422,-0.0839,-0.0572,-0.049,-0.0848,-0.0482,-0.0428,-0.0109,-0.0166,-0.0429,-0.0039,-0.0599,-0.0838,-0.0463,-0.0581,-0.0849,-0.064,-0.0671,-0.0604,-0.0839,-0.0883,-0.0697,-0.0171,-0.023,-0.0717,-0.0788,-0.076,-0.0752,-0.0047,-0.0505,-0.09,-0.0393,-0.1088,-0.0597,0.0045,0.547280615,30.54777719,5.8172,70,0.808992831
1996-08-01,0.0322,-0.0113,0.0951,0.0216,-0.1316,0.0183,-0.0013,0.0345,0.0155,0.0582,0.0737,0.0538,0.0369,0.0372,0.0355,0.035,0.0322,0.0353,0.0576,0.0771,0.0462,0.017,0.032,0.041,0.0361,0.0112,0.0505,0.0044,0.0117,0.0294,0.0289,-0.0133,0.0328,0.0272,0.0512,0.0265,0.0572,0.0375,0.0461,0.014,0.031,0.0373,0.0707,0.0372,0.0457,0.0396,0.0752,0.0343,0.0895,0.0277,0.0041,0.546348986,29.09423165,5.6147,89,0.801362853
1996-09-01,0.0395,0.0969,0.0902,0.0072,0.0139,0.0717,0.0803,0.0262,0.0639,0.0638,0.0373,0.1003,0.0744,0.0594,0.0285,-2e-04,0.0744,-0.0118,0.0205,0.0196,0.065,0.0998,-0.0061,0.0492,0.0796,0.0739,-0.0838,0.0308,0.1034,0.0402,0.0068,0.0177,0.0816,0.0449,0.122,0.1101,0.1059,0.0449,0.0488,0.0225,0.0154,0.0486,0.0346,0.0045,0.0645,0.0514,0.0274,0.0503,0.0543,0.0501,0.0044,0.54383514,25.54399243,5.7672,79,0.78972991
1996-10-01,0.0574,0.0191,-0.0247,0.0081,0.0328,-0.0046,-0.0163,0.0114,0.0101,9e-04,-0.0701,-0.0525,0.0086,0.0151,0.0046,-0.0134,0.008,0.0325,-0.008,-0.0213,-0.0166,0.0568,0.0492,0.0284,0.001,-0.0179,-0.0284,0.0105,0.0104,0.0598,0.036,-0.0046,-0.0427,-0.0378,-0.0089,-0.0366,-0.0062,-0.0375,0.033,-0.0051,0.0211,5e-04,-0.0196,-0.0352,0.0713,0.0364,-0.0222,0.0286,0.019,0.0086,0.0042,0.545133367,26.46775746,5.5381,56,0.78788277
1996-11-01,0.01,0.063,0.0298,0.027,0.1076,0.0653,0.0941,0.0535,0.0539,-6e-04,0.0526,0.0224,0.0754,0.0513,0.0982,0.0076,0.0249,0.061,0.0802,0.038,0.0862,0.0699,0.0649,0.0447,0.0675,0.0869,0.0035,0.0388,0.0407,0.0553,0.0261,0.0549,0.0565,0.0113,0.1492,0.084,0.1433,0.1085,0.0442,0.0796,0.0682,0.0486,0.0221,0.0391,0.0927,0.0704,-0.0013,0.0804,0.037,0.0625,0.0041,0.544653692,29.23135902,5.4204,74,0.79317083
1996-12-01,0.007,-0.0284,0.0466,0.0054,0.0926,-0.0814,-0.0566,-0.0185,0.0039,0.0225,0.0252,0.0164,-0.0395,-0.0209,-0.0241,0.0173,0.0314,-0.0121,-0.0148,-6e-04,-0.008,-0.0298,-0.0242,0.0572,-0.0242,0.0103,-0.0149,-0.0347,0.1132,0.0078,0.0013,0.029,-0.0333,-0.0132,-0.0538,-0.0333,-0.002,0.0037,-0.0038,0.079,-0.0133,-0.0014,-0.044,-0.0297,-0.0342,0.0027,7e-04,0.0202,-0.0441,-0.017,0.0046,0.545055765,33.48996599,5.4408,67,0.791172502
1997-01-01,0.0493,0.0265,0.1121,0.1137,0.0459,0.0292,0.0386,0.0076,0.0676,0.0528,0.0253,0.0445,0.1139,0.0382,0.0028,0.0554,0.0497,0.1142,0.0491,0.0451,0.0535,0.0429,0.0349,0.0171,0.0243,0.0108,-0.063,-0.0061,0.1229,0.0436,0.0092,0.0233,0.0393,0.0089,0.0666,0.0785,0.1556,0.048,0.0116,0.0012,0.0221,1e-04,0.0036,0.0176,0.0783,0.0488,0.0545,0.0572,0.1454,0.0499,0.0045,0.545350231,26.79430816,5.5993,75,0.803188849
